Target gene;Representative transcript;Gene name;3P-seq tags + 5;Total sites;8mer sites;7mer-m8 sites;7mer-A1 sites;6mer sites;Representative miRNA;Predicted occupancy (low miRNA);Predicted occupancy (high miRNA);Predicted occupancy (transfected miRNA);Cumulative weighted context++ score;Total context++ score;"Aggregate PCT
"
CTNNA3;ENST00000433211.2;catenin (cadherin-associated protein), alpha 3 ;5;1;0;0;1;3;hsa-miR-584-5p;0,0035;0,0261;0,1874;-0,01;-0,01;"N/A
"
PDZD2;ENST00000438447.1;PDZ domain containing 2 ;5;1;0;0;1;0;hsa-miR-584-5p;0,0032;0,0236;0,1647;-0,01;-0,01;"N/A
"
OCLN;ENST00000355237.2;occludin ;5;1;0;0;1;1;hsa-miR-584-5p;0,0023;0,0166;0,1187;-0,01;-0,01;"N/A
"
SLC26A2;ENST00000286298.4;solute carrier family 26 (anion exchanger), member 2 ;748;1;0;0;1;2;hsa-miR-584-5p;0,0034;0,0251;0,175;-0,01;-0,01;"N/A
"
C2orf69;ENST00000319974.5;chromosome 2 open reading frame 69 ;82;1;0;0;1;0;hsa-miR-584-5p;0,0015;0,0107;0,0764;-0,01;-0,01;"N/A
"
LIPG;ENST00000261292.4;lipase, endothelial ;40;1;0;1;0;2;hsa-miR-584-5p;0,0012;0,0089;0,0636;-0,01;-0,09;"N/A
"
ZSCAN12;ENST00000361028.1;zinc finger and SCAN domain containing 12 ;117;1;0;0;1;0;hsa-miR-584-5p;0,0035;0,0254;0,1794;-0,01;-0,01;"N/A
"
FRMD4B;ENST00000398540.3;FERM domain containing 4B ;12;1;0;0;1;0;hsa-miR-584-5p;0,0014;0,0102;0,0735;-0,01;-0,01;"N/A
"
UNC79;ENST00000553484.1;unc-79 homolog (C. elegans) ;5;1;0;0;1;0;hsa-miR-584-5p;0,0018;0,0134;0,0954;-0,01;-0,01;"N/A
"
PCDH19;ENST00000420881.2;protocadherin 19 ;7;1;0;0;1;0;hsa-miR-584-5p;0,002;0,0148;0,1001;-0,01;-0,01;"N/A
"
C20orf194;ENST00000453730.2;chromosome 20 open reading frame 194 ;1083;1;0;0;1;0;hsa-miR-584-5p;0,0008;0,0059;0,042;-0,01;-0,01;"N/A
"
RASA2;ENST00000286364.3;RAS p21 protein activator 2 ;170;1;0;0;1;0;hsa-miR-584-5p;0,0038;0,0281;0,2018;-0,01;-0,01;"N/A
"
PDGFRA;ENST00000257290.5;platelet-derived growth factor receptor, alpha polypeptide ;39;1;0;0;1;1;hsa-miR-584-5p;0,0025;0,0182;0,1286;-0,01;-0,01;"N/A
"
GAB3;ENST00000369575.3;GRB2-associated binding protein 3 ;39;1;0;0;1;1;hsa-miR-584-5p;0,0024;0,0175;0,1229;-0,01;-0,01;"N/A
"
MED12L;ENST00000474524.1;mediator complex subunit 12-like ;30;1;0;1;0;0;hsa-miR-584-5p;0,0018;0,0128;0,0895;-0,01;-0,03;"N/A
"
NPFFR1;ENST00000277942.6;neuropeptide FF receptor 1 ;5;1;0;0;1;0;hsa-miR-584-5p;0,0014;0,0102;0,0734;-0,01;-0,01;"N/A
"
EXTL3;ENST00000220562.4;exostosin-like glycosyltransferase 3 ;358;1;0;0;1;0;hsa-miR-584-5p;0,0016;0,0118;0,0817;-0,01;-0,01;"N/A
"
RRP7A;ENST00000323013.6;ribosomal RNA processing 7 homolog A (S. cerevisiae) ;522;1;0;0;1;0;hsa-miR-584-5p;0,0015;0,0108;0,0749;-0,01;-0,01;"N/A
"
ZNF639;ENST00000326361.3;zinc finger protein 639 ;614;3;1;1;1;0;hsa-miR-584-5p;0,0002;0,0015;0,0104;-0,01;-0,28;"N/A
"
HSPA12A;ENST00000369209.3;heat shock 70kDa protein 12A ;37;1;0;1;0;0;hsa-miR-584-5p;0,0009;0,0065;0,0457;-0,01;-0,02;"N/A
"
RABGAP1L;ENST00000489615.1;RAB GTPase activating protein 1-like ;364;1;0;0;1;0;hsa-miR-584-5p;0,0024;0,0179;0,1282;-0,01;-0,01;"N/A
"
PCSK7;ENST00000320934.3;proprotein convertase subtilisin/kexin type 7 ;92;1;1;0;0;0;hsa-miR-584-5p;0,0008;0,0062;0,0432;-0,01;-0,19;"N/A
"
PIK3R3;ENST00000262741.5;phosphoinositide-3-kinase, regulatory subunit 3 (gamma) ;335;1;0;0;1;0;hsa-miR-584-5p;0,0009;0,0066;0,0459;-0,01;-0,01;"N/A
"
BRWD1;ENST00000342449.3;bromodomain and WD repeat domain containing 1 ;96;2;1;1;0;0;hsa-miR-584-5p;0,0031;0,023;0,1599;-0,01;-0,05;"N/A
"
TUSC2;ENST00000232496.4;tumor suppressor candidate 2 ;611;1;1;0;0;0;hsa-miR-584-5p;0,0003;0,0021;0,0145;-0,01;-0,46;"N/A
"
CCDC138;ENST00000412964.2;coiled-coil domain containing 138 ;339;1;0;0;1;0;hsa-miR-584-5p;0,0001;0,001;0,0066;-0,01;-0,17;"N/A
"
MAP1LC3B;ENST00000268607.5;microtubule-associated protein 1 light chain 3 beta ;18;1;0;0;1;0;hsa-miR-584-5p;0,0002;0,0016;0,0107;-0,01;-0,08;"N/A
"
ZKSCAN1;ENST00000324306.6;zinc finger with KRAB and SCAN domains 1 ;1314;1;0;0;1;0;hsa-miR-584-5p;0,0035;0,0254;0,1754;-0,01;-0,01;"N/A
"
SLC7A5;ENST00000565644.1;solute carrier family 7 (amino acid transporter light chain, L system), member 5 ;155;1;0;0;1;0;hsa-miR-584-5p;0,0025;0,0184;0,1209;-0,01;-0,01;"N/A
"
MYO18A;ENST00000354329.4;myosin XVIIIA ;159;1;0;0;1;0;hsa-miR-584-5p;0,0009;0,0063;0,0449;-0,01;-0,01;"N/A
"
ADAMTS1;ENST00000284984.3;ADAM metallopeptidase with thrombospondin type 1 motif, 1 ;466;1;0;0;1;0;hsa-miR-584-5p;0,0003;0,0021;0,0147;-0,01;-0,12;"N/A
"
WDR41;ENST00000296679.4;WD repeat domain 41 ;313;1;0;1;0;0;hsa-miR-584-5p;0,0008;0,0059;0,0429;-0,01;-0,06;"N/A
"
RRP8;ENST00000254605.6;ribosomal RNA processing 8, methyltransferase, homolog (yeast) ;423;1;0;1;0;0;hsa-miR-584-5p;0,0002;0,0014;0,0103;-0,01;-0,08;"N/A
"
FAM227A;ENST00000535113.1;family with sequence similarity 227, member A ;16;2;0;0;2;3;hsa-miR-584-5p;0,0042;0,0307;0,2138;-0,01;-0,02;"N/A
"
MIPOL1;ENST00000327441.7;mirror-image polydactyly 1 ;45;1;0;0;1;1;hsa-miR-584-5p;0,0005;0,0036;0,0242;-0,01;-0,08;"N/A
"
BRD3;ENST00000303407.7;bromodomain containing 3 ;77;1;1;0;0;0;hsa-miR-584-5p;0,0005;0,0037;0,0242;-0,01;-0,1;"N/A
"
FBXO25;ENST00000276326.5;F-box protein 25 ;157;2;0;1;1;0;hsa-miR-584-5p;0,0003;0,0025;0,0175;-0,01;-0,15;"N/A
"
IRS4;ENST00000372129.2;insulin receptor substrate 4 ;56;1;0;0;1;0;hsa-miR-584-5p;0,0006;0,0041;0,0272;-0,01;-0,07;"N/A
"
QKI;ENST00000392127.2;QKI, KH domain containing, RNA binding ;323;1;0;0;1;0;hsa-miR-584-5p;0,003;0,022;0,1571;-0,01;-0,02;"N/A
"
ADARB1;ENST00000539173.1;adenosine deaminase, RNA-specific, B1 ;860;1;0;1;0;0;hsa-miR-584-5p;0,0004;0,0026;0,0155;-0,01;-0,13;"N/A
"
ZNF134;ENST00000396161.5;zinc finger protein 134 ;184;1*;0;0;0;2;hsa-miR-584-5p;0,0011;0,0083;0,0598;-0,01;-0,03;"N/A
"
ADCY7;ENST00000394697.2;adenylate cyclase 7 ;238;1;0;0;1;0;hsa-miR-584-5p;0,0026;0,019;0,1318;-0,01;-0,01;"N/A
"
ELP2;ENST00000358232.6;elongator acetyltransferase complex subunit 2 ;845;1;0;1;0;0;hsa-miR-584-5p;0,0004;0,0029;0,0207;-0,01;-0,1;"N/A
"
ZNF850;ENST00000591344.1;zinc finger protein 850 ;136;1;0;0;1;0;hsa-miR-584-5p;0,0017;0,0127;0,0906;-0,01;-0,01;"N/A
"
GK;ENST00000378946.3;glycerol kinase ;38;1;0;0;1;0;hsa-miR-584-5p;0,0042;0,0303;0,2009;-0,01;-0,01;"N/A
"
CSNK2A1;ENST00000349736.5;casein kinase 2, alpha 1 polypeptide ;1927;1;1;0;0;0;hsa-miR-584-5p;0,0007;0,0054;0,0387;-0,01;-0,23;"N/A
"
MAGI1;ENST00000330909.8;membrane associated guanylate kinase, WW and PDZ domain containing 1 ;258;1;0;1;0;0;hsa-miR-584-5p;0,0014;0,0101;0,0722;-0,01;-0,02;"N/A
"
LONRF3;ENST00000304778.7;LON peptidase N-terminal domain and ring finger 3 ;36;1;0;1;0;1;hsa-miR-584-5p;0,001;0,0074;0,0529;-0,01;-0,02;"N/A
"
EGFR;ENST00000275493.2;epidermal growth factor receptor ;632;1;0;0;1;0;hsa-miR-584-5p;0,0014;0,0102;0,0708;-0,01;-0,01;"N/A
"
DOCK11;ENST00000276204.6;dedicator of cytokinesis 11 ;40;1;0;0;1;1;hsa-miR-584-5p;0,0014;0,0103;0,0733;-0,01;-0,03;"N/A
"
PDIA3;ENST00000300289.5;protein disulfide isomerase family A, member 3 ;884;1;1;0;0;1;hsa-miR-584-5p;0,0005;0,0039;0,0268;-0,01;-0,33;"N/A
"
PRDM6;ENST00000407847.4;PR domain containing 6 ;69;1;0;0;1;0;hsa-miR-584-5p;0,0028;0,0203;0,141;-0,01;-0,01;"N/A
"
KIAA0391;ENST00000534898.4;KIAA0391 ;822;1;0;1;0;0;hsa-miR-584-5p;0,0007;0,0048;0,0344;-0,01;-0,16;"N/A
"
TMED8;ENST00000216468.7;transmembrane emp24 protein transport domain containing 8 ;53;1;0;0;1;0;hsa-miR-584-5p;0,0049;0,0355;0,2303;-0,01;-0,01;"N/A
"
ASTN2;ENST00000341734.4;astrotactin 2 ;39;2;0;1;1;1;hsa-miR-584-5p;0,0002;0,0012;0,0089;-0,01;-0,14;"N/A
"
SESN3;ENST00000536441.1;sestrin 3 ;260;1;0;1;0;2;hsa-miR-584-5p;0,001;0,0073;0,0522;-0,01;-0,13;"N/A
"
NHLRC2;ENST00000369301.3;NHL repeat containing 2 ;368;1;0;0;1;0;hsa-miR-584-5p;0,0019;0,0138;0,0993;-0,01;-0,01;"N/A
"
TPST2;ENST00000338754.4;tyrosylprotein sulfotransferase 2 ;1220;2;0;1;1;0;hsa-miR-584-5p;0,0002;0,0014;0,0101;-0,01;-0,15;"N/A
"
ZKSCAN4;ENST00000377294.2;zinc finger with KRAB and SCAN domains 4 ;139;1;0;1;0;0;hsa-miR-584-5p;0,0004;0,0028;0,0203;-0,01;-0,18;"N/A
"
TXNDC17;ENST00000250101.5;thioredoxin domain containing 17 ;1754;1;0;0;1;0;hsa-miR-584-5p;0,0001;0,0007;0,0052;-0,01;-0,12;"N/A
"
CEP97;ENST00000341893.3;centrosomal protein 97kDa ;290;1;0;0;1;0;hsa-miR-584-5p;0,0032;0,0235;0,1556;-0,01;-0,01;"N/A
"
TECPR2;ENST00000359520.7;tectonin beta-propeller repeat containing 2 ;109;1;0;1;0;1;hsa-miR-584-5p;0,002;0,0145;0,1008;-0,01;-0,02;"N/A
"
RTN2;ENST00000245923.4;reticulon 2 ;254;1;1;0;0;0;hsa-miR-584-5p;0,0002;0,0013;0,0077;-0,01;-0,22;"N/A
"
PLCB4;ENST00000378493.1;phospholipase C, beta 4 ;34;2;0;0;2;0;hsa-miR-584-5p;0,0007;0,0054;0,0391;-0,01;-0,05;"N/A
"
NT5DC1;ENST00000319550.4;5'-nucleotidase domain containing 1 ;127;1;0;1;0;0;hsa-miR-584-5p;0,0003;0,0024;0,0166;-0,01;-0,09;"N/A
"
PXMP4;ENST00000344022.3;peroxisomal membrane protein 4, 24kDa ;158;1;0;1;0;0;hsa-miR-584-5p;0,0001;0,0007;0,0048;-0,01;-0,14;"N/A
"
RCOR1;ENST00000262241.6;REST corepressor 1 ;403;1;0;0;1;0;hsa-miR-584-5p;0,0014;0,0101;0,0719;-0,01;-0,01;"N/A
"
CA12;ENST00000178638.3;carbonic anhydrase XII ;42;1;0;0;1;0;hsa-miR-584-5p;0,0023;0,0168;0,1116;-0,01;-0,07;"N/A
"
BACE2;ENST00000328735.6;beta-site APP-cleaving enzyme 2 ;79;1;0;0;1;1;hsa-miR-584-5p;0,001;0,0075;0,054;-0,01;-0,02;"N/A
"
ADD2;ENST00000264436.4;adducin 2 (beta) ;59;1;0;0;1;0;hsa-miR-584-5p;0,0012;0,0088;0,0616;-0,01;-0,02;"N/A
"
RPL37A;ENST00000491306.1;ribosomal protein L37a ;5920;1;1;0;0;1;hsa-miR-584-5p;0,0001;0,0009;0,0067;-0,01;-0,38;"N/A
"
ROCK2;ENST00000315872.6;Rho-associated, coiled-coil containing protein kinase 2 ;142;1;1;0;0;0;hsa-miR-584-5p;0,0048;0,0352;0,2405;-0,01;-0,03;"N/A
"
HSD17B12;ENST00000278353.4;hydroxysteroid (17-beta) dehydrogenase 12 ;1422;1;1;0;0;0;hsa-miR-584-5p;0,0008;0,0061;0,043;-0,01;-0,07;"N/A
"
USP49;ENST00000394253.3;ubiquitin specific peptidase 49 ;44;1;1;0;0;1;hsa-miR-584-5p;0,0013;0,0094;0,0586;-0,01;-0,07;"N/A
"
MECP2;ENST00000303391.6;methyl CpG binding protein 2 (Rett syndrome) ;1474;2;0;2;0;0;hsa-miR-584-5p;0,0006;0,0042;0,029;-0,01;-0,04;"N/A
"
THEM4;ENST00000368814.3;thioesterase superfamily member 4 ;262;1;0;1;0;0;hsa-miR-584-5p;0,0002;0,0012;0,0083;-0,01;-0,11;"N/A
"
SV2B;ENST00000394232.1;synaptic vesicle glycoprotein 2B ;7;1;0;0;1;2;hsa-miR-584-5p;0,0042;0,031;0,217;-0,01;-0,01;"N/A
"
G3BP1;ENST00000394123.3;GTPase activating protein (SH3 domain) binding protein 1 ;688;1;1;0;0;1;hsa-miR-584-5p;0,0015;0,0106;0,0643;-0,01;-0,03;"N/A
"
SAAL1;ENST00000524803.1;serum amyloid A-like 1 ;227;1;0;0;1;0;hsa-miR-584-5p;0,0003;0,0021;0,0128;-0,01;-0,38;"N/A
"
ZNF576;ENST00000336564.4;zinc finger protein 576 ;786;1;0;0;1;1;hsa-miR-584-5p;0,0001;0,0009;0,0063;-0,01;-0,14;"N/A
"
TBC1D1;ENST00000261439.4;TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1 ;150;1;0;1;0;0;hsa-miR-584-5p;0,0013;0,0093;0,0662;-0,01;-0,11;"N/A
"
ZRANB3;ENST00000401392.1;zinc finger, RAN-binding domain containing 3 ;26;1;0;1;0;0;hsa-miR-584-5p;0,0006;0,0046;0,0329;-0,01;-0,02;"N/A
"
HOOK3;ENST00000307602.4;hook microtubule-tethering protein 3 ;403;1;1;0;0;2;hsa-miR-584-5p;0,0021;0,0153;0,1066;-0,01;-0,03;"N/A
"
STRN3;ENST00000355683.5;striatin, calmodulin binding protein 3 ;697;1;0;0;1;1;hsa-miR-584-5p;0,0015;0,0113;0,0805;-0,01;-0,07;"N/A
"
SNX1;ENST00000353874.4;sorting nexin 1 ;1296;1;0;0;1;2;hsa-miR-584-5p;0,0033;0,0244;0,1694;-0,01;-0,01;"N/A
"
PPP3CC;ENST00000289963.8;protein phosphatase 3, catalytic subunit, gamma isozyme ;254;1;0;1;0;0;hsa-miR-584-5p;0,0014;0,0099;0,0677;-0,01;-0,18;"N/A
"
CDK13;ENST00000181839.4;cyclin-dependent kinase 13 ;32;1;0;0;1;0;hsa-miR-584-5p;0,0013;0,0099;0,0713;-0,01;-0,01;"N/A
"
BMPR2;ENST00000374574.2;bone morphogenetic protein receptor, type II (serine/threonine kinase) ;287;1;0;1;0;1;hsa-miR-584-5p;0,0017;0,0129;0,0914;-0,01;-0,03;"N/A
"
TNFRSF11A;ENST00000586569.1;tumor necrosis factor receptor superfamily, member 11a, NFKB activator ;93;1;0;0;1;0;hsa-miR-584-5p;0,0009;0,0066;0,0479;-0,01;-0,01;"N/A
"
STRAP;ENST00000419869.2;serine/threonine kinase receptor associated protein ;379;1;0;1;0;0;hsa-miR-584-5p;0,0002;0,0014;0,0099;-0,01;-0,16;"N/A
"
SRI;ENST00000265729.2;sorcin ;278;2;0;1;1;0;hsa-miR-584-5p;0,0003;0,0025;0,0168;-0,01;-0,17;"N/A
"
PHF15;ENST00000402835.1;PHD finger protein 15 ;387;1;0;0;1;0;hsa-miR-584-5p;0,0024;0,0174;0,1105;-0,01;-0,01;"N/A
"
TPM3;ENST00000368531.2;tropomyosin 3 ;669;1;0;1;0;0;hsa-miR-584-5p;0,0004;0,0029;0,0202;-0,01;-0,19;"N/A
"
IBA57;ENST00000366711.3;IBA57, iron-sulfur cluster assembly homolog (S. cerevisiae) ;66;1;0;0;1;0;hsa-miR-584-5p;0,0005;0,0038;0,0253;-0,01;-0,04;"N/A
"
DRAM2;ENST00000286692.4;DNA-damage regulated autophagy modulator 2 ;184;1;0;1;0;0;hsa-miR-584-5p;0,0003;0,0023;0,0165;-0,01;-0,23;"N/A
"
RPL15;ENST00000307839.5;ribosomal protein L15 ;5211;1;0;1;0;0;hsa-miR-584-5p;0,0003;0,0021;0,0153;-0,01;-0,12;"N/A
"
CTSB;ENST00000353047.6;cathepsin B ;23628;1;0;0;1;0;hsa-miR-584-5p;0,0001;0,0008;0,0054;-0,01;-0,1;"N/A
"
DAB1;ENST00000371236.2;Dab, reelin signal transducer, homolog 1 (Drosophila) ;490;1;0;0;1;0;hsa-miR-584-5p;0,0014;0,0106;0,0737;-0,01;-0,01;"N/A
"
FADS6;ENST00000310226.6;fatty acid desaturase 6 ;12;1;0;1;0;0;hsa-miR-584-5p;0,0003;0,002;0,0141;-0,01;-0,04;"N/A
"
EDC3;ENST00000315127.4;enhancer of mRNA decapping 3 ;328;1;0;1;0;0;hsa-miR-584-5p;0,0005;0,004;0,0291;-0,01;-0,02;"N/A
"
DENR;ENST00000280557.6;density-regulated protein ;186;1;1;0;0;1;hsa-miR-584-5p;0,0004;0,0028;0,0197;-0,01;-0,2;"N/A
"
STARD5;ENST00000302824.6;StAR-related lipid transfer (START) domain containing 5 ;28;1;0;1;0;0;hsa-miR-584-5p;0,0008;0,0057;0,0405;-0,01;-0,03;"N/A
"
ORMDL3;ENST00000304046.2;ORM1-like 3 (S. cerevisiae) ;82;1;0;0;1;0;hsa-miR-584-5p;0,0002;0,0018;0,0131;-0,01;-0,01;"N/A
"
ZNF107;ENST00000344930.3;zinc finger protein 107 ;209;1;0;0;1;0;hsa-miR-584-5p;0,0033;0,0244;0,1743;-0,01;-0,2;"N/A
"
FOXF1;ENST00000262426.4;forkhead box F1 ;836;1;0;1;0;0;hsa-miR-584-5p;0,0001;0,0008;0,0048;-0,01;-0,23;"N/A
"
OSGIN2;ENST00000451899.2;oxidative stress induced growth inhibitor family member 2 ;662;2;0;1;1;0;hsa-miR-584-5p;0,0004;0,0028;0,0198;-0,01;-0,15;"N/A
"
DOCK5;ENST00000276440.7;dedicator of cytokinesis 5 ;504;1;0;0;1;0;hsa-miR-584-5p;0,0012;0,0083;0,0506;-0,01;-0,03;"N/A
"
CXXC4;ENST00000394767.2;CXXC finger protein 4 ;121;1;0;0;1;0;hsa-miR-584-5p;0,0025;0,0182;0,1225;-0,01;-0,01;"N/A
"
NAA50;ENST00000240922.3;N(alpha)-acetyltransferase 50, NatE catalytic subunit ;260;1;0;1;0;3;hsa-miR-584-5p;0,0004;0,003;0,0209;-0,01;-0,24;"N/A
"
HERPUD2;ENST00000396081.1;HERPUD family member 2 ;30;1;0;0;1;2;hsa-miR-584-5p;0,0015;0,0106;0,0741;-0,01;-0,07;"N/A
"
HIF1AN;ENST00000299163.6;hypoxia inducible factor 1, alpha subunit inhibitor ;1545;1;0;1;0;0;hsa-miR-584-5p;0,0007;0,005;0,0346;-0,01;-0,08;"N/A
"
PLEKHA3;ENST00000234453.5;pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3 ;767;2;0;2;0;1;hsa-miR-584-5p;0,001;0,0072;0,0509;-0,01;-0,11;"N/A
"
DNAJB4;ENST00000370763.5;DnaJ (Hsp40) homolog, subfamily B, member 4 ;633;1;0;1;0;1;hsa-miR-584-5p;0,0005;0,0035;0,0252;-0,01;-0,16;"N/A
"
IKZF3;ENST00000346872.3;IKAROS family zinc finger 3 (Aiolos) ;7;1;0;1;0;1;hsa-miR-584-5p;0,002;0,0146;0,1027;-0,01;-0,02;"N/A
"
ANP32B;ENST00000339399.4;acidic (leucine-rich) nuclear phosphoprotein 32 family, member B ;1003;1;1;0;0;0;hsa-miR-584-5p;0,0002;0,0011;0,0064;-0,01;-0,28;"N/A
"
PERP;ENST00000421351.3;PERP, TP53 apoptosis effector ;437;2;0;1;1;0;hsa-miR-584-5p;0,0006;0,0047;0,0331;-0,01;-0,18;"N/A
"
EMC2;ENST00000220853.3;ER membrane protein complex subunit 2 ;756;3;1;2;0;0;hsa-miR-584-5p;0,0005;0,0035;0,0249;-0,01;-0,66;"N/A
"
FKBP5;ENST00000536438.1;FK506 binding protein 5 ;32;1;1;0;0;0;hsa-miR-584-5p;0,0006;0,0046;0,029;-0,01;-0,14;"N/A
"
DNAJC21;ENST00000382021.2;DnaJ (Hsp40) homolog, subfamily C, member 21 ;528;2;1;0;1;1;hsa-miR-584-5p;0,0005;0,0034;0,0212;-0,01;-0,18;"N/A
"
SIN3A;ENST00000394947.3;SIN3 transcription regulator family member A ;1142;1;0;1;0;1;hsa-miR-584-5p;0,0005;0,0037;0,0259;-0,01;-0,03;"N/A
"
PDS5A;ENST00000303538.8;PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae) ;1518;1;0;0;1;0;hsa-miR-584-5p;0,0011;0,0079;0,057;-0,01;-0,12;"N/A
"
ABCG5;ENST00000260645.1;ATP-binding cassette, sub-family G (WHITE), member 5 ;75;1;0;0;1;0;hsa-miR-584-5p;0,0004;0,0033;0,0235;-0,01;-0,09;"N/A
"
CECR1;ENST00000399839.1;cat eye syndrome chromosome region, candidate 1 ;46;1;1;0;0;1;hsa-miR-584-5p;0,0014;0,01;0,0698;-0,01;-0,1;"N/A
"
CNTN3;ENST00000263665.6;contactin 3 (plasmacytoma associated) ;27;1;0;0;1;0;hsa-miR-584-5p;0,0007;0,0051;0,0366;-0,01;-0,03;"N/A
"
MRRF;ENST00000344641.3;mitochondrial ribosome recycling factor ;85;1;0;0;1;0;hsa-miR-584-5p;0,0011;0,0078;0,0557;-0,01;-0,04;"N/A
"
SLFN5;ENST00000299977.4;schlafen family member 5 ;195;1;0;0;1;1;hsa-miR-584-5p;0,0025;0,0182;0,1281;-0,01;-0,01;"N/A
"
ZNF417;ENST00000312026.5;zinc finger protein 417 ;19;1;0;1;0;1;hsa-miR-584-5p;0,002;0,0146;0,1005;-0,01;-0,02;"N/A
"
METTL10;ENST00000368836.2;methyltransferase like 10 ;919;2;1;1;0;0;hsa-miR-584-5p;0,0003;0,0022;0,0157;-0,01;-0,55;"N/A
"
KCTD16;ENST00000507359.3;potassium channel tetramerization domain containing 16 ;36;1;1;0;0;1;hsa-miR-584-5p;0,0015;0,0112;0,0778;-0,01;-0,03;"N/A
"
TNFRSF10A;ENST00000221132.3;tumor necrosis factor receptor superfamily, member 10a ;61;2;0;2;0;0;hsa-miR-584-5p;0,0003;0,0021;0,0144;-0,01;-0,16;"N/A
"
PEX26;ENST00000329627.7;peroxisomal biogenesis factor 26 ;157;1;0;1;0;1;hsa-miR-584-5p;0,0008;0,0061;0,0427;-0,01;-0,03;"N/A
"
NSUN4;ENST00000474844.1;NOP2/Sun domain family, member 4 ;422;1;0;1;0;1;hsa-miR-584-5p;0,0001;0,0011;0,0072;-0,01;-0,12;"N/A
"
CCDC174;ENST00000383794.3;coiled-coil domain containing 174 ;107;1;0;1;0;1;hsa-miR-584-5p;0,0002;0,0011;0,0077;-0,01;-0,13;"N/A
"
WSB1;ENST00000262394.2;WD repeat and SOCS box containing 1 ;175;1;0;1;0;0;hsa-miR-584-5p;0,0007;0,0054;0,0366;-0,01;-0,02;"N/A
"
BCAS4;ENST00000371608.2;breast carcinoma amplified sequence 4 ;492;2;0;2;0;1;hsa-miR-584-5p;0,0001;0,0008;0,0053;-0,01;-0,23;"N/A
"
COX15;ENST00000016171.5;cytochrome c oxidase assembly homolog 15 (yeast) ;984;2;0;1;1;0;hsa-miR-584-5p;0,0002;0,0016;0,0104;-0,01;-0,18;"N/A
"
RGL2;ENST00000497454.1;ral guanine nucleotide dissociation stimulator-like 2 ;150;1;0;0;1;0;hsa-miR-584-5p;0,0002;0,0015;0,0105;-0,01;-0,11;"N/A
"
WDR12;ENST00000261015.4;WD repeat domain 12 ;444;1;0;0;1;0;hsa-miR-584-5p;0,0007;0,0052;0,0362;-0,01;-0,06;"N/A
"
RSBN1L;ENST00000334955.8;round spermatid basic protein 1-like ;640;1;0;1;0;1;hsa-miR-584-5p;0,0008;0,0062;0,0436;-0,01;-0,06;"N/A
"
ARL5A;ENST00000295087.8;ADP-ribosylation factor-like 5A ;112;1;0;1;0;0;hsa-miR-584-5p;0,0001;0,0005;0,0037;-0,01;-0,12;"N/A
"
KIN;ENST00000379562.4;KIN, antigenic determinant of recA protein homolog (mouse) ;443;1;0;1;0;2;hsa-miR-584-5p;0,0006;0,004;0,0279;-0,01;-0,05;"N/A
"
PGBD1;ENST00000259883.3;piggyBac transposable element derived 1 ;452;1;0;1;0;0;hsa-miR-584-5p;0,0002;0,0013;0,0092;-0,01;-0,13;"N/A
"
RNPEPL1;ENST00000270357.4;arginyl aminopeptidase (aminopeptidase B)-like 1 ;239;1;1;0;0;1;hsa-miR-584-5p;0,0001;0,0007;0,0047;-0,01;-0,27;"N/A
"
MSANTD3;ENST00000395067.2;Myb/SANT-like DNA-binding domain containing 3 ;78;1;0;0;1;0;hsa-miR-584-5p;0,0004;0,0032;0,0237;-0,01;-0,01;"N/A
"
STAMBPL1;ENST00000371926.3;STAM binding protein-like 1 ;675;1;0;0;1;0;hsa-miR-584-5p;0,0005;0,0037;0,0257;-0,01;-0,11;"N/A
"
FUT4;ENST00000358752.2;fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific) ;354;2;0;1;1;0;hsa-miR-584-5p;0,0001;0,001;0,0066;-0,01;-0,19;"N/A
"
COBLL1;ENST00000375458.2;cordon-bleu WH2 repeat protein-like 1 ;70;1;0;1;0;0;hsa-miR-584-5p;0,002;0,0151;0,1078;-0,01;-0,04;"N/A
"
ACSS3;ENST00000548058.1;acyl-CoA synthetase short-chain family member 3 ;306;1;1;0;0;0;hsa-miR-584-5p;0,0001;0,0006;0,0039;0;-0,21;"N/A
"
NBN;ENST00000265433.3;nibrin ;342;1;1;0;0;1;hsa-miR-584-5p;0,001;0,0069;0,0443;0;-0,23;"N/A
"
ANTXR2;ENST00000403729.2;anthrax toxin receptor 2 ;51;1;0;1;0;1;hsa-miR-584-5p;0,0017;0,0128;0,0908;0;-0,05;"N/A
"
SLC2A8;ENST00000373360.3;solute carrier family 2 (facilitated glucose transporter), member 8 ;324;1;0;1;0;0;hsa-miR-584-5p;0,0001;0,0005;0,0036;0;-0,1;"N/A
"
LDLRAD4;ENST00000399848.3;low density lipoprotein receptor class A domain containing 4 ;314;1;0;1;0;0;hsa-miR-584-5p;0,0009;0,0064;0,0465;0;-0,02;"N/A
"
HSBP1;ENST00000433866.2;heat shock factor binding protein 1 ;3000;1;0;0;1;1;hsa-miR-584-5p;0,0001;0,0006;0,0042;0;-0,19;"N/A
"
